by,date_published,description,time,title
Redacción,2023/12/22,"El candidato presidencial,cuestionó la flexibilización del Gobierno a la norma fiscal, la cual ahora permite emitir deuda para pagar gasto corriente.,Martinelli recordó que de acuerdo con la reglamentación de la ley de Responsabilidad Social Fiscal, el gasto corriente podía ser financiado solo con los ingresos corrientes (impuestos, aportes de entidades, tasas, dividendos), pero de un plumazo, el Ejecutivo quitó está restricción con una nueva y laxa redacción.,""¿Cómo lo hizo y por qué transfiguró la norma?"", se preguntó el aspirante presidencial de,y Alianza.,El pasado lunes se publicó en,, con el cual se modificó el Decreto N°52 de 2019, que reglamenta la ley de Responsabilidad Social Fiscal.,Martinelli advierte que ""aquí no va a quedar nada en el 2024"", tras esta nueva decisión del gobierno de Laurentino Cortizo.,Por su parte el profesor Migual Antonio Bernal manifestó que ""la medida es ultramega inconstitucional"".,,,,El abogado Sifney Sittón, en tanto, señaló que ""se llevaron la bóveda, el banco y hasta el agua de los floreros"".,Mientras que Francisco Ameglio, vicepresidente de,advirtió que con este cambio en las reglas fiscales, ahora el gobierno puede pedir dinero prestado (deuda) para pagar cosas diarias (gasto corriente), en lugar de usar lo que ya tienen.,El empresario cree que esta irresponsabilidad solo produce más deuda y afecta las finanzas del país para el próximo año.,El ingeniero y candidato a diputado, Helmut De Puy, también calificó de irresponsable la medida  y resaltó  el abrupto incremento de la deuda en estos años.,""No les importa poner en riesgo el futuro económico del país. El próximo gobierno tendrá un gran desafío"", expuso.,",09:20:04,Martinelli cuestiona  flexibilización de la norma fiscal
Redacción,2024/08/16,"Un anteproyecto de ley que busca modificar la Ley 3 de 1985,,fue presentado al plano de la Asamblea Nacional por la diputada Dana Castañeda,Según Castañeda, el objetivo principal de esta iniciativa es reactivar y extender los beneficios de los intereses preferenciales a los préstamos hipotecarios de vivienda plurifamiliar vertical, cuyo régimen venció el 30 de junio de 2024.,que actualmente enfrentan dificultades para acceder a una vivienda digna debido al vencimiento del régimen de intereses preferenciales.,La diputada argumentó en su exposición que muchos ciudadanos se encuentran en una situación de abandono, habiendo iniciado trámites para adquirir viviendas y apartamentos que ahora están suspendidos debido a la falta de este beneficio.,El anteproyecto cuenta con el respaldo de diputados de diversas bancadas,,especialmente aquellos con menos recursos, puedan acceder a su primer hogar.,Castañeda enfatizó que la propuesta también busca estimular la reactivación económica del país, ofreciendo a los ciudadanos condiciones más favorables para adquirir una vivienda.,,,,Además,,Recientemente el gobierno informó sobre la culminación del programa Bono Solidario de Vivienda, por falta de recursos.,El gobierno evalúa promover que se otorgue un interés preferencial de 1% para este tipo de vivienda.",09:55:49,Presentan proyecto para reactivar intereses preferenciales en préstamos hipotecarios
Redacción,2024/09/17,"El,eligió a su nueva junta directiva y Tribunal de Honor y Disciplina para la vigencia 2024-2025.,Con la,resultó electa presidenta,del partido Cambio Democrático y,del partido Realizando Metas (RM) como nueva vicepresidenta.,La nueva directiva está integrada por: Mirian Castillo, secretaria general, del partido PRD;  Olga Vado, secretaria de actas y correspondencia, del partido Alianza y Jaqueline Hurtado, secretaria de organización, del partido Popular.,Además las acompañan Deyanira Pino, secretaria de capacitación, del partido Cambio Democrático; Karen Araúz, secretaria de Asuntos Internacionales, del partido Cambio Democrático; Jenny Ortega, secretaria de relaciones públicas, del partido Molirena.,Así como Isabela Sandoval, secretaria de finanzas, del partido Alianza; Linda Loo, subsecretaria de finanzas del partido MOCA; Rosalina Rodríguez, fiscal del partido Alianza; Indra Tesila Araúz, vocal, del partido Panameñista; y Aura Gudiño, vocal, del PRD.,El,quedó integrado como principales por Berta García Hangs, del partido Popular; Gracelina Moreno, del partido Alianza; Aida Magaña, del partido RM y la suplente Militxa Muñoz, de Cambio Democrático.,,,,es una organización no gubernamental que impulsa el desarrollo político de las,en busca de alcanzar,en el país.",12:42:52,Foro Nacional de Mujeres de Partidos Políticos elige nueva directiva
"Redacción,",2024/08/23,"El presidente,sostuvo una reunión con su homologo de Costa Rica,,, en el Palacio de Las Garzas, este viernes 23 de agosto.,Los mandatarios acordaron fortalecer las relaciones en el ámbito diplomático, comercial, agrícola, turístico, asuntos de seguridad y otros puntos.,manifestó su apoyo a los esfuerzos internacionales de Panamá por controlar la migración ilegal por su frontera con Colombia.,Ambos países se comprometieron a revisar y dinamizar sus controles aduaneros.,Se acordó la reactivación de la,además de,trabajar en una comisión mixta permanente para demarcar y delimitar la frontera común.,,Los presidentes expresaron su apoyo al,y el establecimiento de su Secretaría Permanente en Panamá.,Se lograron acuerdos estratégicos para la reactivación de la comisión binacional fronteriza.,,,,Se acordó reforzar el programa de mantenimiento del puente binacional sobre el río Sixaola.,Ambos países reiteraron su compromiso a cumplir con las reglas internacionales de comercio.,Costa Rica ofreció ayuda a Panamá en su estrategia de participar en la cadena de suministro de semiconductores. También, mostró interés en aprovechar la construcción del tren como una alternativa para conectarse a la plataforma logística de Panamá.,Panamá y Costa Rica reiteran, de manera vehemente, que el,debe respetar la voluntad popular.,Esta es la primera visita oficial de un mandatario durante la administración de José Raúl Mulino.,,La comitiva de Chaves está integrada por el C,",18:01:14,Panamá y Costa Rica acordaron fortalecer las relaciones diplomáticas y comercial
"Vivian Jiménez,",2024/09/28,"Unos 1,108 nuevos inscritos registra el,, y se mantiene en la segunda posición de los colectivos con mayor cantidad de adherentes, según el último informe de la Dirección Nacional de Organización Electoral (DNOE) del Tribunal Electoral.,Con la llegada de nuevas personas al partido, RM alcanza un total de,copartidarios, hasta el 26 de septiembre, y se ubica por encima del Partido Cambio Democrático (CD).,RM en solo,consiguió más de mil nuevos inscritos, ya que, la semana pasada registraba un total de 273,800.,Mientras RM aumenta, el Partido Revolucionario Democrático (PRD) pierde más de 2 mil seguidores.,El PRD mantiene 617,342 afiliados, es decir, 2,132 menos que la semana pasada cuando tenía 619,474.,El informe más reciente del TE señala que, el Partido Revolucionario Democrático (PRD) cuenta con 617,342 inscritos; Realizando Metas, 274,908; Cambio Democrático (CD), 269,692; Partido Panameñista, 228,513; y el Movimiento Liberal Republicano (Molirena), 84,376.,,,,Por su parte, el Movimiento Otro Camino (Moca) refleja un total de 35,557 adherentes; Partido Alianza, 25,654; y el Partido Popular, 22, 148.,De los colectivos en formación, el Frente Amplio por la Democracia (FAD) cuenta con 32,547 afiliados, y la agrupación RELEVO con 5,759.,Según el informe del TE, un total de,panameños están inscritos en partidos políticos legalmente constituidos y en formación.,La mayoría de los afiliados corresponden al género femenino, dado que, un total de 316,983 mujeres forman parte de partidos constituidos, mientras que, 300,359 son del sexo masculino.,La DNOE revela que el 51.7% de los ciudadanos están inscritos en partidos políticos, y el 48.3% no forma parte de ninguno de estos colectivos.,",15:22:33,Partido Realizando Metas sigue aumentando adherentes
Miami,2024/10/18,"Un grupo de exjefes de Gobierno de España y Latinoamérica, así como otras figuras de la región, coincidieron  en la urgencia de mantenerse vigilantes frente a lo que haga el presidente de Venezuela, Nicolás Maduro, en especial con,que podría tener en la región, que ya recibe un éxodo de millones de venezolanos.,El debate del IX Diálogo Presidencial, foro anual que se celebró  en Miami, se centró en el  ""fraude electoral"" gestado en los comicios presidenciales del pasado 28 de julio, en las que las autoridades electorales venezolanas declararon ganador a Maduro, sin hasta ahora haber presentado los resultados de forma desagregada.,La mayoría opositora venezolana ha rechazado,considera que su candidato, Edmundo González Urrutia (hoy exiliado en España), fue el ganador y es el presidente electo de Venezuela, como así también lo resaltan las figuras reunidas en el Miami Dade College (MDC), sede del evento.,En el acto, el canciller de Panamá, Javier Martínez-Acha, advirtió que los países de la región no quedarán indiferentes si le llegara a pasar algo a Machado, quien se mantiene en Venezuela y no fuera del país como dejaron entrever fuentes del Gobierno de Maduro.,""Defender la democracia es defender el futuro de nuestros hijos"", aseveró el ministro de Relaciones Exteriores panameño, quien exhortó a los países de América a ""alzar la voz y aislar a los protagonistas de la tiranía venezolana con sanciones"".,Además, durante un panel dedicado a Venezuela, el expresidente mexicano Vicente Fox recalcó el rol de la líder de la oposición María Corina Machado, quien a través del movimiento Comando Con Vzla reunió ""la evidencia de los resultados"" en las pasadas elecciones y, en ese sentido, fue de la opinión de desarrollar ""contrapesos, contramedidas"" para atajar las acciones de Maduro.,,,,A través de un mensaje en video, María Corina Machado dijo que se hallan en,""La verdad es que el mundo entero conoce los crímenes de lesa humanidad que ha cometido el régimen Maduro. La verdad es que el mundo tiene que actuar, porque los venezolanos hemos hecho lo que nos corresponde"".,También por medio de un mensaje en video, el abanderado de la mayoría opositora Edmundo González Urrutia pidió que se ejerza ""la suficiente presión democrática para que se cumpla la voluntad del pueblo venezolano"" expresada en los comicios del julio pasado y que, para la oposición, ese proceso debería concluir con la toma de mando en enero próximo por parte de este líder opositor.,El evento sirvió de marco para presentar el Instituto para la Libertad en las Américas, una iniciativa del MDC centrada en fomentar una cultura de libertad, democracia y gobernanza global.",08:02:49,Martínez-Acha: 'La región no será indiferente si le llega a pasar algo a Machado'
Redacción,2024/11/06,"Conciudadanos:,Siguiendo con el compromiso asumido antes de ser candidato, nuestro gobierno ha presentado ante la Asamblea Nacional el Proyecto de Ley que reforma la Ley actual de la Caja de Seguro Social.,,La reforma está basada en los consensos logrados de las mesas de trabajo instaladas en la Presidencia, que incluyeron las propuestas presentadas por sindicatos, asociaciones y gremios del país.,,Lo primero es asegurarle a la nación que la Caja de Seguro Social no será privatizada. Esa posibilidad ha quedado expresamente eliminada en el Proyecto de Ley. No dejaremos a la suerte del mercado las presentes y futuras pensiones de los panameños. La solución no puede ser para los que tienen sino para todos.,,Tendremos un Sistema Único y Solidario pensado en todos los ciudadanos. Es decir, las jubilaciones de los que pueden aportar, estarán garantizadas de por vida; y aquellos que por la razón que sea no están en el sistema, serán atendidos por la red solidaria del Estado.,,Como ven, estamos construyendo un país con la totalidad de los panameños adentro. Porque de la misma manera que todos hacemos un gran esfuerzo para echar a Panamá adelante, todos debemos estar incluidos en los beneficios.,,Es de amplio conocimiento que hoy enfrentamos desafíos estructurales graves e impostergables que comprometen la capacidad de la Caja de Seguro Social para cumplir eficazmente su misión. De seguir así el próximo año solo se podrán pagar el 87% de las pensiones; y en 2029 no se llegaría a pagar la mitad de las pensiones que se pagan hoy y así hasta agotarse. Como ven, la situación es muy grave.,,Las malas administraciones y falta de voluntad por no pagar el supuesto costo político que representa hacer los cambios necesarios, han llevado a la Caja de Seguro Social a una situación financiera insostenible cuyo inminente colapso está a la vuelta de la esquina.,,Un presidente debe tomar decisiones, ser claro y directo. Maquillar situaciones, poner parches o mirar hacia otro lado, además de irresponsable, no resuelve nada. Al contrario, va inflando un globo de problemas que termina por explotar.,,Panameños: no voy a poner en riesgo las jubilaciones de todos ustedes por cuidar mi popularidad. No es por eso que llegué aquí. Terminar con la agonía de no tener una pensión, medicinas o una cirugía a tiempo, está muy por encima de cualquier vanidad política. Es un tema de humanidad y solidaridad cambiar la dura realidad que viven hoy los asegurados.,,Por esta razón encomendé al ministro de Salud, Fernando Boyd y al director de la Caja de Seguro Social, Dino Mon, que encabecen las mesas y la redacción del Proyecto de Ley. Sumando al ministro de Finanzas, Felipe Chapman para lograr el sustento económico y conocer la fuente de recursos para hacer una institución más fuerte, sólida y sostenible en el tiempo.,,El Seguro Social tiene dos ramas: el Programa de Invalidez, Vejez y Muerte, conocido como las jubilaciones y el Sistema de Salud.,,Aunque en estos pocos días hemos visto señales de recuperación gradual del servicio, abasteciendo al seguro con más medicinas y bajando la mora quirúrgica, este Proyecto de Ley está enfocado en garantizar un servicio digno y de calidad a todos, todo el tiempo y que no dependa de la voluntad de la administración o de un funcionario de turno.,,El sistema de salud del país debe estar integrado con la finalidad de hacerlo más eficiente, sin que esto atente contra la autonomía de la institución. Así como la compensación de costos, MINSA-CAJA DE SEGURO SOCIAL, es una justa necesidad expuesta en la propuesta de todos los sectores y que será atendida.,,El Proyecto de Ley que hoy presentamos, constituye una garantía para que el sistema sea sostenible en el tiempo. Eso sucederá solo si el Estado hace aportes anuales suficientes para que no exista más la incertidumbre ni posibilidad de que cualquier trabajador se quede sin su pensión, como en efecto pasará en corto plazo, si no hacemos los cambios propuestos.,,A tal efecto, el Estado hará una contribución anual de casi 1.200 millones de dólares adicionales para garantizar tanto la supervivencia de la Caja de Seguro Social, como las presentes y futuras jubilaciones de todos los panameños. Este es el esfuerzo máximo que puede hacer un Estado, que además de atender las necesidades de los asegurados, debe cumplir sus obligaciones sociales, de infraestructura, agua, educación, salud pública y seguridad, entre otros.,,Los empleadores, óigase bien, solo los empleadores, asumirán su cuota de sacrificio mediante un incremento de 3 puntos porcentuales en sus aportes. Esta medida se aplica tanto al sector privado como al público. Es decir, a los trabajadores no se aumentará las cuotas que pagan hoy.,,La Caja de Seguro Social podrá invertir de forma clara y transparente sus recursos para hacer crecer los aportes y reservas que administra. Repito que no será privatizada, pero sí tendrá la eficiencia y rentabilidad que brinda el sector privado, para que las contribuciones rindan más en beneficio de los asegurados.,,A los trabajadores que les falte 7 años o menos para jubilarse, es decir, mujeres de 50 años o más y hombres de 55 años o más, se mantendrán en el sistema actual. Para ellos, la edad de jubilación no cambia, manteniendo los mismos requisitos y beneficios.,,A aquellos que se encuentran en el sistema mixto, que aportan dos terceras partes a cuentas individuales y la otra parte a un fondo común, se les reconocerá la totalidad de sus aportes para que puedan tener una jubilación digna.,,Para lograr que las mujeres menores de 50 años y los hombres menores de 55 años puedan jubilarse con los mismos ingresos que existen hoy, la nueva edad de jubilación se incrementará 3 años, estableciéndose en 60 para las mujeres y 65 para los hombres.,,Este nuevo régimen es flexible y brinda varias alternativas. Por ejemplo, los trabajadores que así lo deseen podrán hacer aportes voluntarios para adelantar su edad de jubilación o pensionarse con mayores ingresos.,,En caso de que alguna persona llegue a la edad de jubilación habiendo completado sus cuotas y por alguna circunstancia financiera no le alcance para tener la jubilación que le tocaría con la Ley actual, la Caja de Seguro Social hará el aporte necesario para garantizarle el ingreso mensual vitalicio que le corresponde. Reafirmo, este es un sistema solidario.,,En caso contrario de que llegue a la edad de jubilación y le corresponda un monto superior al proyectado, se le respetará la mejoría en su pensión mensual.,,Como ven, la opción siempre será igual o mejor que en el actual sistema.,,También el trabajador tiene la libertad de optar por la jubilación anticipada, con lo cual el ingreso será menor, de acuerdo a los años que haya aportado.,,Otro beneficio del nuevo Proyecto de Ley es que el programa 120 a los 65, pasa de ser un subsidio a un programa de Seguro Social, con aporte del Estado, y el nuevo monto será de 144 balboas a los 65. Todo esto se hará con aportes del gobierno central.,,Todos los montos de pensión serán actualizados por el índice de precios al consumidor, para que sea más justo que en la actualidad. Esto quiere decir, que habrá un reajuste en beneficio de los jubilados para que los ingresos no se alejen del precio de la canasta básica.,,Quiero dejar claro que los recursos que pondrá el Estado se obtendrán a partir de la eficiencia y recorte de gastos innecesarios, pero no de reformas tributarias que signifiquen un aumento a los impuestos de los panameños. Quiero reiterar, los nuevos aportes del Estado a la Caja de Seguro Social no implicarán nuevos impuestos o aumento de los actuales.,,Todos los sectores coincidimos en endurecer las sanciones contra quienes retienen las cuotas obrero patronales. Esto no solo es una canallada, es un delito y la Caja debe ser mucho más eficiente en cobrar esas deudas, sean del sector privado o público.,,Este debate continúa en la Asamblea Nacional. Pido a los diputados de todas las bancadas y a todos los sectores de la sociedad, atender este Proyecto de Ley con la urgencia y seriedad necesarios para salvar el Seguro. No dejemos que la política entre en la discusión y que prime la solidaridad de poner los intereses de los asegurados y jubilados por encima de cualquier otra consideración.,,Recuerden, los gobiernos pasan, pero los problemas quedan. Este no será un gobierno que pasará sin resolver el tema de la Caja de Seguro Social porque afecta la salud y la pensión de todos los panameños.,,Las peleas y discusiones políticas no han resuelto ninguno de los grandes problemas de este país, como el de Seguro Social, Por el contrario, los han agravado. Es el momento de unirnos para asegurar que todos podamos disfrutar de una vejez digna y segura, con acceso a servicios de salud oportunos y de calidad.,,Esta reforma no es de este presidente, de la Asamblea, de los sindicatos, los gremios o las asociaciones. Se trata una la reforma de la seguridad social integral de todos los panameños, y siempre el interés del conjunto estará por encima de intereses particulares.,,Confío en un debate sereno, de altura, con amplia participación, alejado de las mentiras o de las distorsiones alejadas del verdadero espíritu del proyecto que empezamos a debatir.,,Aspiro, con el apoyo serio de todos los sectores, a legar a las presentes y futuras generaciones una Ley que salve a la Caja de Seguro Social de su colapso, que sería del sistema financiero nacional, por añadidura.,,Que Dios nos ilumine en este empeño que hoy iniciamos.",19:43:44,Mensaje del presidente José Raúl Mulino en cadena nocional
"Redacción,",2024/10/29,"En medio de fuertes discusiones, la,aprobó ayer en primer debate el Proyecto de Ley 143, que dicta el Presupuesto General del Estado para la vigencia fiscal 2025, que asciende a,Con 10 votos a favor y 5 en contra se suspendieron las vistas presupuestarias de la Universidad Nacional Autónoma de Chiriquí (Unachi), Instituto para la Formación y Aprovechamiento de Recursos Humanos (Ifarhu), la Caja de Seguro Social  (CSS), la Asamblea Nacional, entre otras instituciones.,A juicio de los diputados independientes, esta,, mientras que los diputados que respaldaron el proyecto indicaron que se llegó esta decisión a través de los votos.,Este martes el presupuesto del Estado se debe discutir en el pleno en segundo debate.,Para Janine Prado, presidenta de la bancada Vamos, poder examinar en detalle el presupuesto de la nación permite conocer de primera mano cuáles son los gastos y las inversiones que se van a hacer en cada uno de los distritos en el año 2025.,Prado considera que, posteriormente, se podría hacer,para aprobar el presupuesto en segundo y en tercer debate.,,,,Por su parte, el diputado independiente,, explicó que no se puede  aprobar un presupuesto que no ha pasado por las consultas necesarias como lo indica la Constitución.,Zuñiga indicó que,quedaron pendientes para sustentar y aclaró que el presupuesto se entregó tarde, ya que tenía que presentarse el,“La constitución ha muerto y el reglamento interno también, porque ayer nos cercenaron el derecho de poder debatir tal y como lo establece el reglamento interno de la Asamblea Nacional”, expresó el diputado.,",10:17:58,Presupuesto General del Estado se discutirá hoy en segundo debate
"Redacción,",2024/12/06,"El presidente de la República,,, tuvo un breve encuentro con el presidente de Argentina,,, durante la Cumbre de Presidentes de Estados parte del Mercado Común del Sur (Mercosur) que se llevó a cabo este viernes.,En este corto pero significativo encuentro, Milei le dijo a su homólogo panameño que puede contar con él, a lo que Mulino le respondió “yo lo sé”.,Mulino agregó: “Si me pueden ayudar, me ayudas”, mientras que Milei contestó “no tengas duda”.,“Estamos construyendo una alianza regional que cuide la,. Juntos vamos a superar las crisis que han golpeado a nuestros pueblos”, posteó Mulino en su cuenta de X acompañado del video del encuentro.,Cabe recordar que tras asumir la presidencia, el pasado 1 de julio, Mulino sostuvo una conversación telefónica con Milei, a quien le manifestó el deseo de seguir su ejemplo para,,Mientras que el mandatario argentino le envió buenos deseos para los desafíos que tenía que enfrentar.,,,,Panamá ingresó  este viernes como estado asociado al,siendo el primer país no sudamericano que consigue el estatus.,Fundado en 1991, el Mercosur cuenta entre sus miembros plenos con,y, en proceso de cumplir los requisitos finales, Bolivia. Además, el resto de los países sudamericanos actúan como estados asociados.,",20:03:00,Mulino y Milei fortalecen lazos por la democracia y la libertad
"Vivian Jiménez,",2024/12/11,"La oficialización de la integración de Panamá al,(Mercosur) como estado asociado, es todo un hecho, el país forma parte del bloque que representa la quinta economía del mundo y con ello se espera que obtenga múltiples beneficios económicos y financieros.,Para el economista Olmedo Estada, la adhesión a este grupo le permitirá al país aumentar sus,impactando de manera positiva la economía nacional.,Esto no solo facilitará la llegada de inversión extranjera, sino que también se traducirá en nuevas oportunidades laborales para los panameños, ya que, los inversionistas necesitarán mano de obra local para atender sus empresas en el país.,Con relación a las,, Estrada considera que esta integración ayudará a limpiar la imagen de Panamá internacionalmente.,“Creo que son iniciativas muy favorables, ojalá se conviertan verdaderamente en relaciones comerciales robustas donde nosotros podamos también en doble vía intercambiar servicios y bienes”, subrayó a Nex Noticias.,Según el Ejecutivo formar parte de este bloque permitirá fortalecer la relación de intercambio con los países miembros, facilitando la exportación de productos como carne deshuesada, café, leche, semilla de anís, aceite de jojoba, entre otros.,,,,En su discurso ante los representantes del Mercosur, el presidente José Raúl Mulino ponderó las cualidades y virtudes de Panamá, ofreciendo su,como un importante aporte a dicho grupo.,“Panamá considera que su participación en el Mercosur permitirá fortalecer las relaciones entre nuestros países propiciando el,y de acceso a mercados internacionales a través de nuestro Canal y nuestros puertos”, aseveró.,Por su parte, el ministro de Economía y Finanzas, Felipe Chapman, catalogó esta incorporación como “exploratoria”, pues tanto Panamá como el resto de los países que integran el Cono Sur deben aprender unos de otros.,Aunque el país en estos momentos solo cumple la función de asociado, el Ejecutivo no descarta que pueda convertirse en estado parte del mismo.,",15:30:20,¿Qué beneficios obtendrá Panamá de su integración al Mercosur?
,2024/12/07,"El abogado Roniel Ortiz reflexionó esta semana sobre la importancia de concentrarse en los temas críticos que aquejan al país y no desviar la atención con ""shows"", tras las palabras del ministro de Economía y Finanzas (MEF), Felipe Chapman, contra el expresidente Ricardo Martinelli.,Ortiz expuso que cada uno tiene la libertad de expresar lo que desee,,""A estas alturas es inaceptable que estemos haciendo este tipo de show de arrabal y de bajo nivel"", agregó Ortiz.,Las palabras de Chapman sorprendieron al jurista, toda vez que dijo que siempre ha recordado a Chapman padre como un hombre serio e igual opinión tenía de su hijo.,""Señor ministro usted es un caballero, yo lo insto a que enmiende lo que dijo,,También precisó que si existe un odio de años es tiempo de olvidarlo y pasar la página por el bien del país.,,,,""Panamá necesita medicina barata, mejor servicio médico, mayores ingresos, trabajo, estudios, esa es la respuesta que el pueblo espera de todos los que conforman el gobierno. Concéntrense en echar para adelante este país"", destacó.,El abogado agregó que habló con Martinelli y,Por otro lado, el abogado Omar Singh puntualizó que la preocupación en este momento, del pueblo panameño, se centra en la Caja de Seguro Social.,""No es el tema a tratar, el tema es buscar la solución a la crisis de la Caja de Seguro Social"", destacó.",20:15:26,Ortiz sobre Chapman: 'En este momento son inaceptables estos shows'
"Redacción,",2024/12/08,",,,,,",11:52:58,Panamá condena desaparición de uruguayo en Venezuela
"Redacción,",2024/12/08,",,,,,,",17:53:34,Quienes politizan el proyecto de la CSS inventan una pelea política que no existe en RM
"Francisco Rodríguez Morán,",2024/12/09,"El Frente Amplio por la Democracia (FAD) está a punto de convertirse en partido político por tercera vez, luego de que el último informe de la Dirección Nacional de Organización Electoral (DNOE) del Tribunal Electoral indicara que cuentan con 50,027 miembros.,Para que una organización política obtenga el estatus de partido político, debe alcanzar al menos 45,503 firmas, según el Decreto 36 del 5 de julio de 2024.,Esta cifra corresponde al,emitidos en la última elección presidencial, celebrada el 5 de mayo de 2024.,El,se identifica ideológicamente con la izquierda y ha existido en dos períodos: del 12 de septiembre de 2013 hasta mayo de 2014, y luego del 21 de febrero de 2018 al 25 de julio de 2019.,conversó con un dirigente del colectivo político, que está a punto de obtener la legalidad requerida por el Tribunal Electoral (TE). Silvestre Díaz expresó: “Llegamos a la meta en un proceso planificado a partir de la nueva realidad política. Nos impusieron tener que inscribirnos dos años antes de las elecciones”.,,,,A juicio de Díaz, “la pandemia y dos grandes,especialmente el de 2022 y luego el de 2023 con el tema minero, nos lo impidieron. Además, se suspendieron las inscripciones por el proceso electoral durante seis meses”.,“En 2023 cerramos con aproximadamente 14,000 adherentes. A partir de julio de este año reanudamos el proceso. En cinco meses reunimos 34,000 firmas, lo que nos permitió superar la meta establecida en más de 5,000 firmas”, agregó.,El vocero indicó que esperan reunirse con la,y dar los pasos hacia el congreso constitutivo, que debe realizarse dentro de los tres meses posteriores al reconocimiento de las firmas por parte del TE.,Díaz mencionó que continuarán inscribiendo adherentes durante unos días más antes de reunirse con el TE.,“Nuestra aspiración es participar en las próximas elecciones como un instrumento de los movimientos sociales, populares y patrióticos, y presentar candidatos a los distintos puestos de elección”, aseveró.,,Ante la interrogante de si el FAD estaría dispuesto a realizar una alianza con otro sector, Díaz dijo: “Nuestra alianza natural es con las fuerzas progresistas, populares, democráticas y de izquierda, aunque no sean partidos políticos reconocidos legalmente. Es prematuro hablar de otras alianzas. Falta mucho para ver cómo se configura el tablero. Pero ya podemos decirle al pueblo que estamos adentro, que la esperanza de un cambio social real nunca muere. Felicitamos a los compañeros por este hito histórico y el gran esfuerzo realizado”.",19:30:00,"FAD, a un paso de ser partido político por tercera vez"
